Left,Satisfaction Level,Work Accident,Average Monthly Hours,Last Evaluation,Years in the Company,salary,Department,Number of Projects,Promoted in the last 5 years?,Date Hired
No,0.58,No,181,0.87,3,medium,IT,4,No,2017-11-14T00:00:00Z
No,0.77,No,252,0.54,2,low,IT,5,No,2018-03-18T00:00:00Z
No,0.86,No,244,0.63,3,low,product_mng,4,No,2017-05-27T00:00:00Z
No,0.62,No,207,0.69,4,low,product_mng,3,No,2016-04-03T00:00:00Z
No,0.56,No,134,0.48,3,low,product_mng,3,No,2017-03-07T00:00:00Z
No,0.75,No,244,0.53,2,low,product_mng,3,No,2018-07-27T00:00:00Z
No,0.8,No,160,0.96,4,low,IT,4,No,2016-09-23T00:00:00Z
No,0.56,No,260,0.93,4,low,RandD,4,No,2016-09-03T00:00:00Z
No,0.83,No,170,0.6,3,low,RandD,4,No,2017-03-16T00:00:00Z
No,0.51,No,171,0.98,2,low,RandD,4,No,2018-02-07T00:00:00Z
No,0.82,No,232,0.9,3,low,RandD,4,No,2017-06-23T00:00:00Z
No,0.81,No,184,0.91,3,low,RandD,3,No,2017-03-11T00:00:00Z
No,0.52,No,268,0.64,3,low,marketing,4,No,2017-07-06T00:00:00Z
No,0.79,No,248,0.56,3,low,sales,4,No,2017-03-31T00:00:00Z
No,0.83,No,274,0.5,3,low,accounting,5,No,2017-08-10T00:00:00Z
No,0.97,No,145,0.81,3,low,support,3,No,2017-05-29T00:00:00Z
No,0.61,No,134,0.88,4,low,technical,5,No,2017-01-01T00:00:00Z
No,0.9,No,218,1,2,low,marketing,4,No,2018-06-23T00:00:00Z
No,0.69,No,174,0.76,3,low,marketing,5,No,2017-12-21T00:00:00Z
No,0.18,No,231,0.73,4,low,sales,6,No,2016-06-03T00:00:00Z
No,0.15,No,164,0.92,3,medium,sales,5,No,2017-05-26T00:00:00Z
No,0.61,No,198,0.78,3,medium,sales,4,No,2017-02-23T00:00:00Z
No,0.92,No,220,0.55,2,medium,sales,4,No,2018-06-18T00:00:00Z
No,0.13,No,283,0.61,5,medium,sales,6,No,2015-10-12T00:00:00Z
No,0.18,No,240,0.48,4,medium,sales,4,No,2016-11-05T00:00:00Z
No,0.27,No,142,0.85,6,medium,sales,5,No,2014-07-22T00:00:00Z
No,0.66,No,263,0.61,4,medium,sales,4,No,2016-10-29T00:00:00Z
No,0.21,No,142,0.81,4,medium,sales,5,No,2016-10-22T00:00:00Z
No,0.92,No,203,0.9,4,medium,sales,4,No,2016-11-25T00:00:00Z
No,0.97,No,253,0.7,3,medium,sales,3,No,2017-01-12T00:00:00Z
No,0.64,No,136,0.61,3,high,sales,4,No,2017-09-05T00:00:00Z
No,0.75,No,140,0.9,3,low,sales,3,No,2017-12-22T00:00:00Z
No,0.9,No,252,0.76,4,medium,sales,4,No,2016-02-18T00:00:00Z
No,0.81,No,101,0.75,5,medium,sales,5,No,2015-04-14T00:00:00Z
No,0.99,No,163,0.72,3,medium,sales,3,No,2017-01-25T00:00:00Z
No,0.49,No,170,0.5,2,medium,sales,5,No,2018-09-05T00:00:00Z
No,0.92,No,238,0.4,3,low,accounting,2,No,2017-12-21T00:00:00Z
No,0.37,No,173,0.37,2,low,accounting,5,No,2018-03-22T00:00:00Z
No,0.67,No,145,0.61,4,low,hr,4,No,2016-06-13T00:00:00Z
No,0.74,No,182,0.89,2,low,hr,5,No,2018-12-27T00:00:00Z
No,0.85,No,188,0.64,3,low,hr,4,No,2017-09-17T00:00:00Z
No,0.72,No,133,0.71,2,low,hr,3,No,2018-10-08T00:00:00Z
No,0.75,No,155,0.71,4,low,technical,4,No,2016-01-08T00:00:00Z
No,0.91,No,153,0.4,3,low,technical,6,No,2017-10-23T00:00:00Z
No,0.84,No,138,0.62,3,low,technical,4,No,2017-06-11T00:00:00Z
No,0.64,No,177,0.51,3,low,technical,4,No,2017-02-01T00:00:00Z
No,0.66,No,225,0.66,3,low,technical,3,No,2017-05-13T00:00:00Z
No,0.2,No,236,0.69,4,low,technical,6,No,2016-04-06T00:00:00Z
No,0.59,No,230,0.73,3,low,technical,2,No,2017-12-28T00:00:00Z
No,0.88,No,162,0.6,2,low,technical,4,No,2018-10-25T00:00:00Z
No,0.16,No,197,0.73,2,low,technical,4,No,2018-08-13T00:00:00Z
No,0.61,No,247,0.96,3,low,support,3,No,2017-03-01T00:00:00Z
No,0.52,No,234,0.79,3,low,support,4,No,2017-12-04T00:00:00Z
No,0.82,No,276,0.49,4,low,support,4,No,2016-11-11T00:00:00Z
No,0.75,No,217,0.94,2,medium,support,5,No,2018-09-27T00:00:00Z
No,0.62,No,156,0.5,2,medium,support,4,No,2018-11-27T00:00:00Z
No,0.91,No,189,0.88,2,medium,support,3,No,2018-08-09T00:00:00Z
No,0.61,No,238,0.98,4,medium,support,2,No,2016-03-20T00:00:00Z
No,0.75,No,146,0.83,3,medium,support,3,No,2017-02-15T00:00:00Z
No,0.81,No,213,0.64,3,medium,support,4,No,2017-08-15T00:00:00Z
No,0.59,No,159,0.88,2,medium,technical,3,No,2018-04-22T00:00:00Z
No,0.98,No,257,0.79,4,medium,technical,5,No,2016-03-10T00:00:00Z
No,0.59,No,168,0.72,4,medium,management,4,No,2016-06-17T00:00:00Z
No,0.61,No,151,0.67,3,high,IT,4,No,2017-06-27T00:00:00Z
No,0.78,No,139,0.7,3,low,IT,4,No,2017-09-14T00:00:00Z
No,0.55,No,196,0.93,3,medium,IT,5,No,2017-09-01T00:00:00Z
No,0.2,No,237,0.97,5,medium,IT,4,No,2015-11-12T00:00:00Z
No,0.79,No,236,0.44,3,medium,IT,2,No,2017-04-16T00:00:00Z
No,0.52,No,265,0.98,3,medium,product_mng,4,No,2017-07-29T00:00:00Z
No,0.97,No,207,0.52,3,low,product_mng,4,No,2017-11-27T00:00:00Z
No,0.63,No,219,0.94,3,low,product_mng,4,No,2017-04-07T00:00:00Z
No,0.85,No,208,0.99,2,low,product_mng,3,No,2018-09-27T00:00:00Z
No,0.59,No,240,0.74,3,low,IT,3,No,2017-07-18T00:00:00Z
No,0.64,No,135,0.6,3,low,RandD,3,No,2017-07-21T00:00:00Z
No,0.61,No,140,0.75,3,low,RandD,3,No,2017-02-14T00:00:00Z
No,0.87,No,162,0.61,2,low,RandD,3,No,2018-09-16T00:00:00Z
No,0.96,No,225,0.51,3,medium,marketing,4,No,2017-01-08T00:00:00Z
No,0.75,No,211,0.92,3,medium,sales,3,No,2017-10-02T00:00:00Z
No,0.19,No,173,0.58,5,medium,accounting,4,No,2015-11-30T00:00:00Z
No,0.52,No,170,0.97,3,medium,support,4,No,2017-07-12T00:00:00Z
No,0.6,No,242,0.6,3,medium,technical,3,No,2017-11-25T00:00:00Z
No,0.9,No,175,0.81,3,medium,management,4,No,2017-04-26T00:00:00Z
No,0.89,No,195,0.92,2,medium,marketing,3,No,2018-08-21T00:00:00Z
No,0.99,No,170,0.55,3,medium,marketing,3,No,2017-10-29T00:00:00Z
No,0.66,No,185,0.56,3,medium,sales,4,No,2017-10-13T00:00:00Z
No,0.92,No,259,0.64,2,medium,sales,4,No,2018-03-09T00:00:00Z
No,0.19,No,102,0.72,3,medium,sales,4,No,2017-04-05T00:00:00Z
No,0.39,No,156,0.37,4,medium,sales,5,No,2016-05-30T00:00:00Z
No,0.41,No,191,0.68,4,medium,sales,3,No,2016-10-24T00:00:00Z
No,0.6,No,239,0.49,2,medium,sales,3,No,2018-11-17T00:00:00Z
No,0.95,No,235,0.54,4,medium,sales,4,No,2016-09-02T00:00:00Z
No,0.51,No,130,0.87,4,medium,sales,2,No,2016-12-09T00:00:00Z
No,0.54,No,166,0.74,3,medium,sales,2,No,2017-09-09T00:00:00Z
No,0.16,No,206,0.54,5,medium,sales,5,No,2015-01-18T00:00:00Z
No,0.98,No,191,0.77,2,medium,sales,3,No,2018-10-05T00:00:00Z
No,0.65,No,214,0.75,3,medium,sales,3,No,2017-06-18T00:00:00Z
No,0.38,No,196,0.5,3,medium,sales,3,No,2017-12-15T00:00:00Z
No,0.95,No,151,0.71,4,medium,sales,4,No,2016-11-26T00:00:00Z
No,0.6,No,165,0.62,2,medium,sales,5,No,2018-03-08T00:00:00Z
No,0.78,No,177,0.91,2,high,sales,3,No,2018-06-16T00:00:00Z
No,0.19,No,241,0.63,6,high,sales,6,No,2014-06-05T00:00:00Z
No,0.56,No,230,0.99,3,high,sales,4,No,2017-02-03T00:00:00Z
No,0.21,No,270,0.71,2,high,sales,4,No,2018-01-17T00:00:00Z
No,0.83,No,234,0.71,4,high,accounting,3,No,2016-02-22T00:00:00Z
No,0.74,No,264,0.87,3,high,accounting,5,No,2017-08-17T00:00:00Z
No,0.75,No,133,0.83,4,high,hr,4,No,2016-04-05T00:00:00Z
No,0.85,No,155,0.66,4,high,hr,4,No,2016-01-21T00:00:00Z
No,0.93,No,202,0.59,2,high,hr,3,No,2018-04-05T00:00:00Z
No,0.76,No,136,0.7,2,high,hr,3,No,2018-04-27T00:00:00Z
No,0.22,No,169,0.54,4,low,technical,6,No,2016-01-30T00:00:00Z
No,0.58,No,165,0.69,3,low,technical,4,No,2017-05-26T00:00:00Z
No,0.99,No,183,0.81,2,low,technical,3,No,2018-11-25T00:00:00Z
No,0.62,No,163,0.64,3,low,technical,4,No,2017-04-27T00:00:00Z
No,0.59,No,162,0.69,3,low,technical,3,No,2017-12-05T00:00:00Z
No,0.13,No,219,0.76,4,low,technical,5,No,2016-07-06T00:00:00Z
No,0.19,No,278,0.63,6,low,technical,4,No,2014-01-04T00:00:00Z
No,0.94,No,273,0.99,4,low,technical,2,No,2016-05-25T00:00:00Z
No,0.53,No,272,0.96,2,low,support,4,No,2018-05-12T00:00:00Z
No,0.96,No,168,0.85,2,low,support,5,No,2018-12-21T00:00:00Z
No,0.81,No,213,0.86,3,low,support,4,No,2017-11-16T00:00:00Z
No,0.63,No,275,0.78,3,low,support,4,No,2017-12-28T00:00:00Z
No,0.92,No,177,0.68,4,medium,support,5,No,2016-10-06T00:00:00Z
No,0.83,No,249,0.74,2,medium,support,4,No,2018-10-01T00:00:00Z
No,0.49,No,246,0.37,3,medium,support,5,No,2017-10-24T00:00:00Z
No,0.8,No,223,0.66,3,medium,support,4,No,2017-03-28T00:00:00Z
No,0.54,No,244,0.76,2,medium,support,4,No,2018-07-26T00:00:00Z
No,0.93,No,140,0.56,3,medium,technical,5,No,2017-07-04T00:00:00Z
No,0.88,No,253,0.99,2,medium,technical,5,No,2018-11-30T00:00:00Z
No,0.79,No,194,0.87,2,medium,technical,3,No,2018-08-10T00:00:00Z
No,0.65,No,173,0.88,3,medium,management,4,No,2017-07-14T00:00:00Z
No,0.72,No,172,0.7,3,medium,IT,4,No,2017-12-07T00:00:00Z
No,0.58,No,167,0.49,3,medium,IT,3,No,2017-10-16T00:00:00Z
No,0.37,No,153,0.51,3,high,IT,2,No,2017-03-29T00:00:00Z
No,0.87,No,243,0.97,3,high,IT,4,No,2017-10-17T00:00:00Z
No,0.63,No,163,0.72,4,high,IT,6,No,2016-04-06T00:00:00Z
No,0.72,No,221,0.79,3,high,product_mng,3,No,2017-10-15T00:00:00Z
No,0.36,No,191,0.55,3,high,product_mng,3,No,2017-08-29T00:00:00Z
No,0.96,No,272,0.7,3,high,product_mng,4,No,2017-03-09T00:00:00Z
No,0.52,No,118,0.37,2,high,product_mng,2,No,2018-11-08T00:00:00Z
No,0.16,No,173,0.83,4,high,IT,5,No,2016-03-10T00:00:00Z
No,0.82,No,180,0.49,2,low,RandD,4,No,2018-03-06T00:00:00Z
No,0.18,No,145,0.54,5,low,RandD,4,No,2015-12-02T00:00:00Z
No,0.73,No,139,0.48,2,low,RandD,4,No,2018-04-09T00:00:00Z
No,0.44,No,230,0.61,6,low,marketing,5,No,2014-04-13T00:00:00Z
No,0.73,No,247,0.62,4,low,sales,4,No,2016-01-25T00:00:00Z
No,0.62,No,140,0.95,2,low,accounting,4,No,2018-04-28T00:00:00Z
No,0.76,No,261,0.74,3,medium,technical,4,No,2017-12-10T00:00:00Z
No,0.89,No,275,0.49,3,medium,management,4,No,2017-06-10T00:00:00Z
No,0.9,No,254,0.88,2,medium,marketing,5,No,2018-06-23T00:00:00Z
No,1,No,231,0.93,2,medium,marketing,5,No,2018-08-09T00:00:00Z
No,0.71,No,138,0.9,3,medium,marketing,3,No,2017-12-12T00:00:00Z
No,0.73,No,163,0.97,3,medium,sales,4,No,2017-04-13T00:00:00Z
No,0.97,No,262,0.9,3,medium,sales,5,No,2017-04-20T00:00:00Z
No,0.6,No,201,0.59,3,medium,sales,4,No,2017-09-27T00:00:00Z
No,0.82,No,229,0.67,3,medium,sales,3,No,2017-05-23T00:00:00Z
No,0.95,No,228,0.48,2,medium,sales,4,No,2018-01-27T00:00:00Z
No,0.88,No,228,0.65,3,medium,sales,5,No,2017-09-06T00:00:00Z
No,0.79,No,273,0.49,3,medium,sales,3,No,2017-02-10T00:00:00Z
No,0.52,No,171,0.96,2,medium,sales,4,No,2018-02-06T00:00:00Z
No,0.22,No,148,0.61,5,medium,sales,3,No,2015-06-05T00:00:00Z
No,0.59,No,211,0.96,3,medium,sales,5,No,2017-06-19T00:00:00Z
No,0.84,No,211,0.64,3,medium,sales,2,No,2017-02-06T00:00:00Z
No,0.54,No,175,0.41,3,medium,sales,3,No,2017-11-12T00:00:00Z
No,1,No,245,0.86,4,medium,sales,4,No,2016-08-10T00:00:00Z
No,0.56,No,152,0.41,3,medium,sales,5,No,2017-04-04T00:00:00Z
No,0.49,No,194,0.66,3,medium,sales,5,No,2017-10-17T00:00:00Z
No,0.57,No,193,0.91,2,low,sales,3,No,2018-07-14T00:00:00Z
No,0.96,No,166,0.64,2,medium,accounting,3,No,2018-08-11T00:00:00Z
No,0.64,No,241,0.49,3,medium,hr,3,No,2017-12-19T00:00:00Z
No,0.71,No,143,0.59,2,medium,hr,4,No,2018-08-21T00:00:00Z
No,0.96,No,137,0.49,3,medium,hr,5,No,2017-09-11T00:00:00Z
No,0.62,No,184,0.69,3,low,technical,4,No,2017-05-11T00:00:00Z
No,0.6,No,253,0.8,2,low,technical,4,No,2018-07-30T00:00:00Z
No,0.82,No,152,0.62,6,low,technical,3,No,2014-02-14T00:00:00Z
No,0.52,No,225,0.55,2,low,technical,3,No,2018-07-21T00:00:00Z
No,0.13,No,189,0.84,5,low,technical,5,No,2015-04-16T00:00:00Z
No,0.97,No,153,0.93,2,low,technical,3,No,2018-08-26T00:00:00Z
No,0.63,No,245,0.9,3,low,technical,4,No,2017-09-12T00:00:00Z
No,0.68,No,233,0.78,3,high,technical,5,No,2017-03-13T00:00:00Z
No,0.74,No,210,0.83,3,low,support,4,No,2017-03-06T00:00:00Z
No,0.89,No,176,0.57,4,high,support,4,No,2016-05-28T00:00:00Z
No,0.28,No,191,0.95,3,high,support,5,No,2017-06-13T00:00:00Z
No,0.61,No,224,0.9,3,low,support,3,No,2017-11-21T00:00:00Z
No,0.67,No,185,0.49,3,low,support,3,No,2017-09-26T00:00:00Z
No,0.86,No,245,0.64,4,high,support,3,No,2016-11-23T00:00:00Z
No,0.87,No,173,0.93,2,low,support,3,No,2018-10-16T00:00:00Z
No,0.7,No,231,0.95,3,medium,support,4,No,2017-05-16T00:00:00Z
No,0.68,No,270,0.84,3,high,support,3,No,2017-08-03T00:00:00Z
No,0.69,No,196,0.75,3,medium,support,5,No,2017-03-03T00:00:00Z
No,0.97,No,238,0.83,2,medium,support,3,No,2018-12-25T00:00:00Z
No,0.62,No,261,0.89,2,medium,technical,4,No,2018-12-01T00:00:00Z
No,0.55,No,201,0.87,2,medium,technical,3,No,2018-05-08T00:00:00Z
No,0.61,No,252,0.73,3,high,technical,3,No,2017-12-03T00:00:00Z
No,0.15,No,191,0.81,5,medium,management,3,No,2015-11-10T00:00:00Z
No,0.84,No,199,0.86,3,medium,IT,3,No,2017-04-29T00:00:00Z
No,0.93,No,192,0.86,4,high,IT,4,No,2016-08-11T00:00:00Z
No,0.14,No,237,0.73,5,medium,IT,6,No,2015-04-01T00:00:00Z
No,0.96,No,207,0.7,3,high,IT,3,No,2017-12-07T00:00:00Z
No,0.41,No,145,0.63,2,low,product_mng,2,No,2018-01-18T00:00:00Z
No,0.84,No,155,0.96,5,medium,product_mng,6,No,2015-08-18T00:00:00Z
No,0.94,No,145,0.69,2,medium,product_mng,5,No,2018-03-19T00:00:00Z
No,0.6,No,247,0.86,6,medium,product_mng,6,No,2014-03-08T00:00:00Z
No,0.7,No,182,0.73,3,medium,IT,4,No,2017-06-28T00:00:00Z
No,0.29,No,183,0.91,4,low,RandD,4,No,2016-04-21T00:00:00Z
No,0.31,No,146,0.51,3,low,RandD,2,No,2017-05-12T00:00:00Z
No,0.73,No,241,0.99,3,low,RandD,3,No,2017-12-04T00:00:00Z
No,0.58,No,140,0.77,3,low,RandD,4,No,2017-03-12T00:00:00Z
No,0.59,No,257,0.97,3,low,marketing,3,No,2017-03-15T00:00:00Z
No,0.95,No,186,0.9,2,low,marketing,3,No,2018-01-25T00:00:00Z
No,0.84,No,159,0.93,3,low,sales,3,No,2017-09-09T00:00:00Z
No,0.49,No,137,0.59,4,high,technical,4,No,2016-03-03T00:00:00Z
No,0.19,No,249,0.85,3,low,marketing,5,No,2017-05-29T00:00:00Z
No,0.83,No,264,0.95,2,low,marketing,3,No,2018-03-15T00:00:00Z
No,0.72,No,175,0.61,3,high,sales,3,No,2017-08-18T00:00:00Z
No,0.97,No,209,0.74,2,low,sales,4,No,2018-05-21T00:00:00Z
No,0.92,No,268,0.83,4,low,sales,4,No,2016-01-05T00:00:00Z
No,0.95,No,264,0.53,3,low,sales,3,No,2017-11-22T00:00:00Z
No,0.76,No,234,0.64,2,high,sales,4,No,2018-02-16T00:00:00Z
No,0.24,No,199,0.62,4,low,sales,5,No,2016-12-16T00:00:00Z
No,0.89,No,205,0.99,2,medium,sales,4,Yes,2018-08-30T00:00:00Z
No,0.69,No,140,0.63,4,high,sales,5,Yes,2016-10-17T00:00:00Z
No,0.92,No,257,0.98,3,medium,sales,3,Yes,2017-04-23T00:00:00Z
No,0.79,No,227,0.61,2,high,sales,4,Yes,2018-07-24T00:00:00Z
No,0.87,No,189,0.94,3,medium,sales,4,Yes,2017-10-22T00:00:00Z
No,0.75,No,199,0.77,4,medium,sales,5,No,2016-07-08T00:00:00Z
No,0.78,No,206,0.6,3,medium,sales,4,No,2017-07-31T00:00:00Z
No,0.13,No,268,0.62,3,medium,sales,5,No,2017-08-24T00:00:00Z
No,0.94,No,262,0.88,2,medium,sales,4,No,2018-03-21T00:00:00Z
No,0.67,No,253,0.6,6,medium,sales,5,No,2014-10-09T00:00:00Z
No,0.6,No,241,0.73,3,high,sales,5,No,2017-05-13T00:00:00Z
No,0.62,No,252,0.94,4,low,accounting,4,No,2016-04-22T00:00:00Z
No,0.38,No,171,0.52,3,medium,accounting,2,No,2017-10-27T00:00:00Z
No,0.8,No,194,0.77,3,medium,accounting,4,No,2017-03-08T00:00:00Z
No,0.61,No,104,0.42,2,medium,hr,3,No,2018-05-16T00:00:00Z
No,0.61,No,176,0.56,3,medium,hr,4,No,2017-11-01T00:00:00Z
No,0.66,No,192,0.8,3,medium,hr,4,No,2017-07-29T00:00:00Z
No,0.56,No,154,0.74,2,medium,hr,3,No,2018-02-25T00:00:00Z
No,0.73,No,200,0.86,4,medium,technical,3,No,2016-07-26T00:00:00Z
No,0.6,No,132,0.66,4,medium,technical,4,No,2016-12-19T00:00:00Z
No,0.78,No,236,0.59,3,high,technical,5,No,2017-08-23T00:00:00Z
No,0.48,No,211,0.53,4,low,technical,3,No,2016-09-21T00:00:00Z
No,0.9,No,273,0.77,2,low,technical,4,No,2018-12-06T00:00:00Z
No,0.16,No,223,0.76,4,low,technical,4,No,2016-06-27T00:00:00Z
No,0.5,No,204,0.75,2,high,technical,3,No,2018-05-19T00:00:00Z
No,0.44,No,219,0.37,2,low,technical,2,No,2018-09-09T00:00:00Z
No,0.95,No,261,0.67,3,low,technical,4,No,2017-10-03T00:00:00Z
No,0.9,No,254,0.65,2,high,support,3,No,2018-04-26T00:00:00Z
No,0.27,No,185,0.48,2,low,support,4,No,2018-07-18T00:00:00Z
No,0.51,No,98,0.74,3,low,support,6,No,2017-09-20T00:00:00Z
No,0.68,No,260,0.76,4,low,support,3,No,2016-07-24T00:00:00Z
No,0.76,No,265,0.88,4,low,support,5,No,2016-09-13T00:00:00Z
No,0.83,No,247,0.73,2,medium,support,4,No,2018-02-26T00:00:00Z
No,0.78,No,161,0.54,3,medium,support,3,No,2017-08-31T00:00:00Z
No,0.52,No,103,0.38,3,medium,support,2,No,2017-12-17T00:00:00Z
No,0.63,No,151,0.49,3,medium,technical,4,No,2017-09-24T00:00:00Z
No,0.9,No,193,0.74,3,medium,technical,3,No,2017-12-22T00:00:00Z
No,0.48,No,194,0.58,3,medium,technical,3,No,2017-07-07T00:00:00Z
No,0.7,No,208,0.6,3,medium,management,5,No,2017-06-26T00:00:00Z
No,0.68,No,229,0.66,3,medium,IT,4,No,2017-03-20T00:00:00Z
No,0.7,No,166,0.87,2,medium,IT,3,No,2018-08-16T00:00:00Z
No,0.77,No,141,0.5,3,medium,IT,3,No,2017-04-07T00:00:00Z
No,0.73,No,249,0.93,2,medium,IT,3,No,2018-07-01T00:00:00Z
No,0.87,No,264,0.48,3,medium,IT,4,No,2017-04-30T00:00:00Z
No,0.65,No,252,0.98,2,high,product_mng,3,No,2018-09-09T00:00:00Z
No,0.62,No,134,0.7,3,low,product_mng,2,No,2017-02-06T00:00:00Z
No,0.59,No,200,0.39,4,medium,product_mng,5,No,2016-05-25T00:00:00Z
No,0.87,No,154,0.72,3,medium,IT,2,No,2017-09-10T00:00:00Z
No,0.47,No,111,0.53,4,medium,RandD,3,No,2016-09-28T00:00:00Z
No,0.96,No,247,0.81,3,low,RandD,3,No,2017-10-21T00:00:00Z
No,0.79,No,169,0.74,3,low,RandD,3,No,2017-07-18T00:00:00Z
No,0.86,No,251,0.66,3,low,RandD,4,No,2017-11-17T00:00:00Z
No,0.73,No,272,0.98,2,low,marketing,5,No,2018-06-20T00:00:00Z
No,0.9,No,229,0.67,4,low,sales,2,No,2016-04-08T00:00:00Z
No,0.63,No,180,0.64,3,low,accounting,3,No,2017-05-31T00:00:00Z
No,0.71,No,271,0.72,2,low,support,3,No,2018-03-11T00:00:00Z
No,0.71,No,226,0.68,3,low,technical,5,No,2017-08-04T00:00:00Z
No,0.95,No,150,0.62,2,low,management,4,No,2018-07-15T00:00:00Z
No,0.77,No,161,0.91,3,low,marketing,4,No,2017-10-19T00:00:00Z
No,0.48,No,136,0.51,3,low,marketing,3,No,2017-10-28T00:00:00Z
No,0.83,No,98,0.86,4,low,sales,4,No,2016-11-18T00:00:00Z
No,0.61,No,156,0.73,4,low,sales,5,No,2016-08-19T00:00:00Z
No,0.97,No,248,0.89,2,low,sales,4,No,2018-07-09T00:00:00Z
No,0.5,No,170,0.81,2,low,sales,3,No,2018-09-08T00:00:00Z
No,0.84,No,245,0.54,3,low,sales,3,No,2017-05-16T00:00:00Z
No,0.58,No,203,0.38,5,low,sales,4,No,2015-01-12T00:00:00Z
No,0.59,No,182,0.72,3,medium,sales,3,No,2017-04-09T00:00:00Z
No,0.77,No,175,0.83,3,medium,sales,3,Yes,2017-12-28T00:00:00Z
No,0.73,No,228,0.69,2,medium,sales,3,Yes,2018-10-01T00:00:00Z
No,0.76,No,189,0.94,3,medium,sales,3,No,2017-08-20T00:00:00Z
No,0.12,No,257,0.61,3,medium,sales,6,No,2017-01-28T00:00:00Z
No,0.2,No,180,0.98,6,medium,sales,3,No,2014-08-07T00:00:00Z
No,0.5,No,180,0.77,3,medium,sales,4,No,2017-06-27T00:00:00Z
No,0.96,No,132,0.68,2,medium,sales,3,No,2018-08-01T00:00:00Z
No,0.26,No,213,0.69,2,high,accounting,5,No,2018-10-20T00:00:00Z
No,0.8,No,173,0.72,3,low,accounting,4,No,2017-02-24T00:00:00Z
No,0.43,No,186,0.71,2,medium,accounting,3,No,2018-08-29T00:00:00Z
No,0.87,No,157,0.71,2,medium,hr,4,No,2018-08-03T00:00:00Z
No,0.63,No,175,0.75,4,medium,hr,4,No,2016-01-19T00:00:00Z
No,0.2,No,256,0.42,5,low,hr,4,No,2015-11-02T00:00:00Z
No,0.62,No,268,0.71,3,low,technical,4,No,2017-02-04T00:00:00Z
No,0.91,No,159,0.94,3,low,technical,5,No,2017-05-29T00:00:00Z
No,0.66,No,191,0.91,4,low,technical,3,No,2016-01-19T00:00:00Z
No,0.53,No,275,0.81,2,low,technical,3,No,2018-09-02T00:00:00Z
No,1,No,201,0.88,4,low,technical,6,No,2016-08-01T00:00:00Z
No,0.73,No,205,0.67,3,low,technical,4,No,2017-07-31T00:00:00Z
No,0.5,No,137,0.95,3,low,technical,5,No,2017-09-12T00:00:00Z
No,0.94,No,241,0.59,2,low,technical,4,No,2018-11-04T00:00:00Z
No,0.48,No,198,0.86,4,low,technical,5,No,2016-03-13T00:00:00Z
No,0.67,No,254,0.87,2,low,support,5,No,2018-05-19T00:00:00Z
No,0.73,No,262,0.94,3,low,support,4,No,2017-05-25T00:00:00Z
No,0.63,No,244,0.71,2,low,support,4,No,2018-11-30T00:00:00Z
No,0.84,No,266,0.84,3,low,support,4,No,2017-01-16T00:00:00Z
No,0.2,No,191,0.94,5,low,support,6,No,2015-12-11T00:00:00Z
No,0.55,No,233,0.54,2,low,support,3,No,2018-08-23T00:00:00Z
No,0.59,No,179,0.97,6,medium,support,5,No,2014-04-22T00:00:00Z
No,0.92,No,149,0.98,3,medium,support,3,No,2017-03-02T00:00:00Z
No,0.69,No,227,0.74,2,medium,technical,5,No,2018-11-08T00:00:00Z
No,0.82,No,247,0.93,3,medium,technical,3,No,2017-03-15T00:00:00Z
No,0.88,No,220,0.85,3,medium,management,3,No,2017-03-03T00:00:00Z
No,0.89,No,233,0.91,2,medium,IT,3,No,2018-11-27T00:00:00Z
No,1,No,171,0.79,5,medium,IT,5,No,2015-04-24T00:00:00Z
No,0.76,No,176,0.92,2,medium,IT,3,No,2018-07-12T00:00:00Z
No,0.58,No,168,0.86,2,medium,product_mng,4,No,2018-12-07T00:00:00Z
No,0.73,No,205,0.93,3,high,product_mng,3,No,2017-09-18T00:00:00Z
No,0.18,No,282,0.9,4,medium,product_mng,4,No,2016-10-21T00:00:00Z
No,0.47,No,152,0.46,2,medium,IT,2,No,2018-10-19T00:00:00Z
No,0.92,No,217,0.64,4,medium,RandD,4,No,2016-11-27T00:00:00Z
No,0.51,No,130,0.5,3,medium,RandD,4,No,2017-06-05T00:00:00Z
No,0.81,No,153,0.62,4,low,RandD,4,No,2016-05-23T00:00:00Z
No,0.52,No,270,0.57,3,low,RandD,3,No,2017-08-31T00:00:00Z
No,0.95,No,220,0.96,3,low,RandD,3,No,2017-10-16T00:00:00Z
No,0.93,No,253,0.64,3,low,RandD,4,No,2017-01-07T00:00:00Z
No,0.98,No,209,0.67,6,low,marketing,4,No,2014-06-04T00:00:00Z
No,0.79,No,231,0.79,2,low,sales,4,No,2018-02-28T00:00:00Z
No,0.99,No,240,0.73,4,low,accounting,4,No,2016-05-02T00:00:00Z
No,0.64,No,266,0.9,3,low,support,5,No,2017-11-29T00:00:00Z
No,0.54,No,153,0.44,2,low,technical,3,No,2018-10-12T00:00:00Z
No,0.79,No,187,0.59,2,low,management,4,No,2018-06-05T00:00:00Z
No,0.18,No,147,0.81,4,low,marketing,4,No,2016-05-21T00:00:00Z
No,0.92,No,252,0.67,2,low,sales,2,No,2018-10-07T00:00:00Z
No,0.99,No,163,0.75,2,low,sales,4,No,2018-03-11T00:00:00Z
No,0.77,No,189,0.85,2,low,sales,4,No,2018-01-25T00:00:00Z
No,0.49,No,156,0.52,2,low,sales,3,No,2018-12-09T00:00:00Z
